Employee_ID,Age,Attrition,Business_Travel,Department,Distance_From_Home,Education,Environment_Satisfaction,Gender,Salary,Job_Involvement,Job_Level,Job_Role,Job_Satisfaction,Marital_Status,Number_of_Companies_Worked_previously,Overtime,Salary_Hike_in_percent,Total_working_years_experience,Work_life_balance,No_of_years_worked_at_current_company,No_of_years_in_current_role,Years_since_last_promotion
5779,42,Yes,No Travel,IT Services,35,Below College,4,FEMALE,78300,2,1,QA Analyst,3,Married,5,No,9,2,5,5,5,7
5042,22,Yes,Travel Rarely,Software Development,29,Degree,3,MALE,139981,2,8,Consultant,2,Divorced,2,No,1,2,2,10,10,4
4747,29,No,Travel Frequently,Cyber Security,19,Graduation,3,female,67955,5,6,QA Analyst,3,Single,1,Yes,14,11,3,9,1,5
6238,58,No,Travel Rarely,Software Development,9,Graduation,4,FEMALE,87662,5,8,Support,2,Divorced,0,No,47,12,5,8,2,5
3723,61,No,Travel Rarely,Data Science,21,Degree,1,male,180353,2,3,Support,3,Divorced,7,No,94,2,4,3,1,8
7245,19,Yes,Travel Rarely,Data Science,21,PhD,4,FEMALE,165651,4,3,Support,5,Single,6,Yes,14,0,5,8,10,3
194,58,No,Travel Rarely,Data Science,46,Master's,1,female,111690,2,1,Director,3,Single,5,No,99,5,5,9,5,4
611,34,No,Travel Rarely,Data Science,6,Master's,1,FEMALE,92094,4,5,Developer,5,Married,1,Yes,64,11,3,4,2,6
8662,57,No,Travel Rarely,IT Services,6,Graduation,1,FEMALE,64174,4,6,Developer,2,Divorced,2,Yes,13,16,5,1,3,8
8409,40,No,Travel Frequently,Network Administration,4,Master's,4,FEMALE,191734,5,3,Developer,,Married,5,No,51,17,1,6,0,3
3452,63,Yes,Travel Frequently,Cyber Security,35,Degree,2,MALE,66303,1,1,Support,5,Divorced,3,Yes,12,19,1,3,8,2
3583,39,No,Travel Frequently,Cyber Security,28,Degree,2,FEMALE,70196,4,8,QA Analyst,4,Married,9,No,57,0,1,9,1,3
6028,28,No,Travel Rarely,IT Services,44,Degree,1,female,36666,3,4,QA Analyst,1,Single,7,No,23,16,1,2,5,3
7663,49,Yes,Travel Rarely,Data Science,16,Master's,4,FEMALE,45789,2,2,Director,3,Married,8,No,93,19,1,10,6,8
7134,55,No,Travel Rarely,Network Administration,50,Graduation,4,female,171475,4,2,Software Engineer,,Single,10,Yes,37,4,2,7,5,2
9464,29,No,No Travel,Network Administration,43,Degree,4,female,115663,4,4,Business Analyst,2,Single,9,No,93,14,3,6,2,8
808,28,No,Travel Rarely,Cyber Security,45,Degree,4,MALE,155112,1,1,Business Analyst,1,Divorced,2,No,53,1,2,5,4,8
4998,37,Yes,No Travel,Data Science,34,Degree,1,female,168570,3,5,Help Desk,4,Single,7,No,31,9,4,1,10,5
7853,63,No,Travel Frequently,Network Administration,3,Graduation,3,female,214926,2,8,Manager,1,Married,10,No,87,15,3,1,7,2
599,26,No,Travel Rarely,Software Development,43,Degree,2,male,64979,3,2,Developer,1,Single,10,No,42,14,2,6,5,1
9749,53,No,No Travel,IT Services,22,Degree,5,FEMALE,78935,4,7,Technician,4,Divorced,7,No,100,15,5,7,8,7
1020,42,No,Travel Rarely,Network Administration,24,PhD,1,female,170204,1,3,Business Analyst,2,Single,8,No,49,7,5,5,7,5
8139,45,No,Travel Rarely,Software Development,44,Master's,5,MALE,141987,2,5,Help Desk,5,Divorced,6,No,47,2,4,7,8,2
4598,53,No,No Travel,Cyber Security,29,Graduation,1,female,69561,5,7,Manager,5,Married,3,No,46,18,5,0,9,5
4315,24,No,No Travel,Network Administration,13,Graduation,2,male,67974,5,3,Consultant,3,Single,1,No,19,1,4,3,2,1
6622,34,No,Travel Rarely,Data Science,23,Graduation,2,FEMALE,176948,2,7,Manager,1,Divorced,3,No,47,0,3,7,3,4
7138,52,No,No Travel,Software Development,14,Graduation,5,female,67935,3,6,Software Engineer,3,Divorced,3,No,17,19,4,2,6,1
2493,39,Yes,Travel Rarely,Data Science,32,Master's,1,MALE,178704,3,7,QA Analyst,1,Married,9,Yes,40,5,3,1,1,6
5130,49,No,Travel Rarely,Software Development,50,Graduation,1,male,62069,4,4,IT,4,Married,6,No,86,9,5,1,2,2
4496,45,No,Travel Rarely,Data Science,45,Below College,5,MALE,165534,4,1,Business Analyst,3,Divorced,10,No,12,9,4,2,8,6
2194,18,No,Travel Frequently,Network Administration,1,Graduation,3,FEMALE,72962,1,6,Support,2,Married,9,Yes,47,19,4,6,4,8
4550,56,Yes,Travel Rarely,IT Services,40,Degree,3,FEMALE,92234,1,6,Support,5,Divorced,3,Yes,25,18,3,5,5,7
2641,49,No,Travel Rarely,Software Development,20,Master's,4,male,43312,3,4,Consultant,5,Single,1,No,27,13,4,7,4,0
9665,48,No,Travel Rarely,Network Administration,3,Graduation,2,male,172103,2,2,Support,3,Divorced,5,No,45,16,5,9,4,5
1970,27,Yes,Travel Frequently,IT Services,13,Graduation,2,female,94088,4,2,Business Analyst,2,Married,9,No,77,12,5,2,7,6
726,22,No,No Travel,IT Services,2,Master's,2,male,191670,1,2,Consultant,5,Divorced,8,Yes,54,8,3,0,3,5
1355,39,No,Travel Rarely,Software Development,8,Degree,4,FEMALE,44645,3,2,HR,2,Divorced,5,No,69,17,4,1,8,7
1531,60,No,Travel Rarely,Cyber Security,21,Master's,2,MALE,38706,5,2,IT,1,Married,1,Yes,8,9,2,1,10,7
5939,19,No,Travel Rarely,IT Services,3,Degree,1,female,49455,3,2,Software Engineer,1,Married,0,No,61,4,3,8,9,3
389,45,No,Travel Rarely,Data Science,37,Graduation,1,female,148019,5,1,Manager,3,Divorced,1,Yes,30,16,1,0,9,2
8780,36,Yes,Travel Rarely,Software Development,45,Graduation,3,FEMALE,163554,5,2,Business Analyst,4,Married,6,No,3,1,3,10,3,6
2871,62,No,No Travel,Cyber Security,6,Degree,4,FEMALE,170942,4,5,Director,5,Married,5,Yes,100,19,4,2,9,4
5841,23,No,Travel Rarely,Software Development,28,Graduation,1,MALE,54947,5,1,IT,2,Married,8,Yes,100,13,4,10,1,7
3663,44,No,Travel Rarely,IT Services,8,Graduation,4,male,205920,1,7,Help Desk,2,Divorced,3,No,75,2,2,4,1,1
2534,58,Yes,Travel Frequently,Cyber Security,36,Degree,1,female,138526,2,7,Software Engineer,2,Divorced,3,Yes,65,14,3,8,4,5
8249,51,Yes,Travel Frequently,Software Development,35,Degree,3,male,98815,2,5,Technician,2,Divorced,0,Yes,13,3,5,6,5,7
7492,62,No,No Travel,Network Administration,35,Master's,3,male,67572,4,5,Developer,5,Single,5,No,64,8,1,7,4,6
1853,33,No,Travel Rarely,IT Services,6,Graduation,1,FEMALE,108529,5,7,QA Analyst,3,Single,9,No,63,7,5,2,1,6
2252,35,Yes,No Travel,Data Science,31,PhD,3,FEMALE,182360,3,3,Consultant,2,Divorced,9,No,52,19,4,9,3,4
3758,41,No,No Travel,Network Administration,46,PhD,5,male,51814,3,5,HR,1,Divorced,7,No,48,18,5,3,6,3
3845,29,No,Travel Rarely,Cyber Security,42,PhD,2,female,162898,5,3,HR,3,Married,0,No,90,0,5,1,9,6
6485,25,No,Travel Rarely,Data Science,32,Graduation,3,female,212371,4,8,IT,4,Divorced,8,No,25,11,4,5,2,4
887,37,No,Travel Rarely,IT Services,38,Degree,3,MALE,127463,5,4,Director,1,Divorced,4,No,85,17,5,8,8,0
4517,38,No,Travel Rarely,Software Development,35,Graduation,5,male,161435,3,4,HR,1,Divorced,2,No,99,1,5,1,9,8
3581,39,No,Travel Rarely,IT Services,1,Graduation,2,FEMALE,162713,1,1,IT,4,Single,9,No,95,19,3,8,3,8
2724,39,Yes,Travel Rarely,Software Development,29,Master's,1,FEMALE,194870,4,5,HR,2,Married,9,Yes,97,13,1,10,6,8
9845,58,Yes,Travel Rarely,Network Administration,10,Degree,2,MALE,96393,1,5,Business Analyst,3,Married,3,Yes,20,5,3,8,5,2
7897,47,No,Travel Frequently,Network Administration,5,Graduation,2,FEMALE,154565,3,3,Director,4,Single,6,Yes,84,9,1,10,1,4
9948,49,Yes,Travel Frequently,Data Science,31,Graduation,1,male,127601,4,2,Business Analyst,2,Single,7,No,35,8,2,10,4,5
43,21,No,Travel Rarely,IT Services,45,Graduation,3,male,32368,2,2,QA Analyst,4,Divorced,8,No,90,3,4,2,3,1
2703,20,No,Travel Rarely,Cyber Security,17,PhD,3,female,142146,4,3,Consultant,3,Married,10,No,23,11,5,8,6,8
6829,27,No,Travel Rarely,Data Science,6,Below College,1,female,130289,5,3,Director,4,Single,9,Yes,25,12,1,4,4,6
2792,28,Yes,Travel Frequently,IT Services,44,Master's,2,FEMALE,200727,1,4,Developer,5,Married,9,Yes,3,0,5,0,3,6
145,21,No,Travel Rarely,Software Development,5,PhD,1,male,186623,2,5,Help Desk,1,Married,5,Yes,9,17,4,6,2,4
1497,62,No,Travel Rarely,Data Science,1,Graduation,4,male,43403,4,5,Help Desk,2,Married,7,Yes,95,17,5,9,1,8
3290,34,No,Travel Rarely,Network Administration,27,Below College,2,FEMALE,,4,5,Help Desk,4,Divorced,1,Yes,36,17,1,6,1,7
9317,30,No,Travel Frequently,Network Administration,39,Master's,2,FEMALE,193652,4,8,Consultant,4,Single,0,Yes,37,13,3,8,0,1
3632,28,No,Travel Frequently,Data Science,11,Graduation,5,male,117269,5,6,Software Engineer,1,Divorced,5,No,98,5,5,5,1,5
8903,36,Yes,Travel Rarely,Cyber Security,35,Graduation,5,FEMALE,129018,2,6,Developer,4,Married,10,No,32,12,2,7,9,7
2095,38,No,Travel Frequently,Software Development,19,Degree,2,MALE,36626,1,4,Support,1,Married,9,No,59,20,3,9,4,1
1021,35,No,Travel Rarely,Network Administration,15,Graduation,3,male,101630,3,6,Director,1,Divorced,6,No,12,5,2,4,1,3
181,23,No,Travel Rarely,IT Services,30,Degree,3,FEMALE,44319,5,4,Software Engineer,1,Married,10,No,72,16,2,8,3,0
5481,33,No,Travel Frequently,Cyber Security,25,Degree,1,MALE,124451,3,7,HR,3,Divorced,3,No,1,15,4,10,4,6
6864,50,Yes,Travel Frequently,Cyber Security,29,PhD,3,male,133534,5,4,Business Analyst,2,Single,9,No,44,4,1,8,9,5
6036,43,No,No Travel,Software Development,12,Master's,5,female,46214,3,2,Support,2,Single,5,No,3,13,,1,0,0
9438,53,Yes,No Travel,IT Services,2,Degree,1,female,134054,1,8,Developer,3,Single,0,No,0,3,1,5,8,2
9669,31,No,Travel Rarely,Software Development,24,Below College,2,female,35844,3,3,Help Desk,3,Divorced,7,No,23,15,2,5,7,4
6067,58,No,Travel Rarely,IT Services,37,Below College,2,female,196013,5,5,Consultant,2,Divorced,5,No,63,15,4,10,10,6
9116,24,Yes,Travel Frequently,Software Development,25,Degree,1,female,128648,2,8,IT,5,Single,3,No,59,7,2,3,3,6
1905,41,No,Travel Rarely,IT Services,24,Master's,2,FEMALE,39076,2,2,Developer,4,Married,9,No,38,8,3,1,1,0
4427,42,No,Travel Frequently,Data Science,19,Master's,4,female,33604,4,5,Technician,4,Single,5,No,92,11,2,2,1,0
175,18,No,Travel Rarely,IT Services,3,Master's,4,female,159978,5,4,Help Desk,4,Single,2,No,26,8,3,9,10,8
8883,45,No,Travel Rarely,IT Services,2,Graduation,4,MALE,34285,3,3,Developer,2,Married,10,No,15,5,5,6,10,5
5377,45,No,Travel Rarely,Software Development,18,Degree,3,male,134772,1,7,Consultant,4,Married,1,Yes,88,0,4,4,10,7
9854,55,No,No Travel,IT Services,18,PhD,1,male,167201,4,8,Director,3,Married,4,Yes,42,19,4,2,6,3
5797,51,Yes,Travel Frequently,Data Science,7,Degree,3,male,28174,1,5,Consultant,4,Divorced,2,No,1,18,2,1,0,1
1517,63,No,Travel Frequently,IT Services,28,Master's,5,male,132585,2,6,Manager,4,Divorced,7,No,3,12,4,6,9,2
6884,55,Yes,Travel Rarely,IT Services,40,Degree,5,MALE,151696,2,6,IT,5,Single,9,No,7,8,2,7,1,5
7985,38,No,Travel Rarely,Cyber Security,40,Graduation,2,FEMALE,121184,4,2,HR,3,Divorced,5,Yes,71,13,4,7,5,1
2383,52,No,Travel Rarely,Data Science,15,Degree,3,male,84791,4,3,Developer,5,Married,7,No,95,7,2,8,5,3
7823,43,No,Travel Rarely,Cyber Security,20,Master's,1,FEMALE,51925,4,7,HR,5,Married,10,Yes,65,13,5,5,3,3
7133,28,No,Travel Rarely,IT Services,37,Graduation,3,male,146335,1,2,Technician,4,Married,4,No,52,17,3,5,1,7
2967,43,No,No Travel,Data Science,29,Degree,5,MALE,97419,3,7,Manager,2,Divorced,9,Yes,90,1,2,1,7,5
9688,35,No,Travel Frequently,Cyber Security,20,Degree,3,FEMALE,137887,4,2,HR,3,Single,7,Yes,84,9,4,7,10,2
2712,42,No,Travel Rarely,Network Administration,8,Degree,1,female,47951,5,2,QA Analyst,3,Single,0,Yes,16,5,5,1,0,3
7651,29,Yes,Travel Rarely,Software Development,47,Graduation,3,FEMALE,71037,1,2,Business Analyst,1,Single,4,No,6,6,1,3,7,3
2387,47,No,Travel Rarely,Cyber Security,15,Graduation,4,MALE,105296,4,4,HR,1,Divorced,5,No,16,18,4,5,9,5
7998,55,No,Travel Rarely,Cyber Security,33,Degree,3,female,59503,1,8,Software Engineer,1,Married,7,No,89,4,5,3,6,3
1359,37,No,Travel Rarely,Data Science,17,Degree,2,male,103589,3,2,Technician,4,Divorced,10,No,13,15,3,5,4,3
3086,39,No,Travel Rarely,Data Science,44,Graduation,3,male,177861,3,4,Business Analyst,4,Single,9,Yes,78,4,1,2,9,4
7338,43,Yes,Travel Rarely,Software Development,18,Degree,3,female,107340,1,7,Consultant,5,Single,6,Yes,18,7,,7,9,6
3267,52,No,Travel Rarely,Network Administration,4,Graduation,5,female,48563,2,6,Software Engineer,3,Divorced,10,No,36,2,5,9,3,2
7615,42,Yes,Travel Rarely,Software Development,49,Degree,1,female,144518,4,2,Technician,3,Single,7,Yes,19,16,,7,5,7
7887,30,No,Travel Rarely,Data Science,45,Degree,4,MALE,178063,5,1,Developer,1,Married,2,Yes,90,0,3,10,1,2
143,56,Yes,No Travel,Software Development,39,Degree,1,female,117171,1,7,HR,4,Married,8,Yes,45,14,4,0,7,3
8931,21,No,Travel Rarely,Data Science,32,Degree,4,female,136816,5,3,QA Analyst,3,Married,4,No,69,5,3,4,3,2
209,36,No,Travel Rarely,Software Development,14,Graduation,2,male,,5,6,IT,5,Single,3,Yes,41,4,3,5,3,6
9463,53,Yes,Travel Rarely,Data Science,7,Degree,2,female,75269,4,1,Help Desk,1,Single,7,No,26,4,5,9,2,0
3796,55,No,Travel Frequently,Software Development,34,Graduation,4,male,175980,3,3,Consultant,4,Married,0,No,9,8,4,7,3,6
5854,37,No,Travel Rarely,Network Administration,36,Master's,5,female,179450,1,8,Support,3,Single,10,No,96,14,1,8,6,2
5602,29,No,Travel Rarely,Software Development,1,Master's,5,male,44990,3,4,Manager,2,Single,10,Yes,46,7,4,9,6,0
41,56,Yes,No Travel,Cyber Security,30,Degree,3,female,74663,2,3,Manager,3,Divorced,1,Yes,88,4,1,5,2,8
7657,27,No,No Travel,Software Development,45,Degree,4,male,151710,1,5,Help Desk,,Single,10,No,23,2,3,0,9,7
4533,29,No,Travel Frequently,Data Science,42,Master's,5,male,152579,1,1,QA Analyst,2,Divorced,7,Yes,79,3,5,10,6,0
731,40,No,Travel Rarely,Software Development,39,Master's,4,male,39264,1,3,QA Analyst,2,Divorced,9,No,48,2,1,3,9,6
3493,38,No,Travel Rarely,Software Development,1,Graduation,3,FEMALE,59673,5,8,Help Desk,1,Single,9,No,44,10,2,6,6,8
497,50,No,Travel Rarely,Network Administration,4,Graduation,1,female,69306,3,8,Business Analyst,2,Single,9,No,46,2,,6,8,0
9235,54,No,Travel Rarely,Data Science,31,Master's,3,MALE,50112,3,8,Support,5,Single,10,Yes,29,14,2,0,0,8
3994,42,No,Travel Rarely,Data Science,12,Degree,1,male,118329,2,4,HR,4,Married,10,No,5,1,4,7,7,6
4349,42,No,Travel Frequently,Software Development,25,Graduation,4,female,80002,4,6,Manager,5,Single,1,No,13,12,2,8,1,5
12,41,No,Travel Rarely,Network Administration,50,Master's,2,female,157144,5,5,Business Analyst,,Single,6,No,24,14,3,9,10,6
814,42,No,Travel Rarely,Data Science,9,Graduation,3,male,136261,2,4,QA Analyst,4,Divorced,7,No,45,4,4,5,8,1
9221,35,Yes,Travel Rarely,Cyber Security,48,Master's,1,MALE,175582,2,4,QA Analyst,5,Single,8,No,85,6,2,3,6,6
6234,32,No,Travel Rarely,Data Science,5,Graduation,2,FEMALE,114941,5,5,QA Analyst,2,Married,3,No,68,2,5,5,6,0
3569,50,No,Travel Rarely,IT Services,28,PhD,4,FEMALE,200782,5,2,QA Analyst,1,Married,9,No,37,15,,9,10,8
8872,22,Yes,Travel Rarely,Cyber Security,40,Degree,5,FEMALE,168143,2,6,Consultant,1,Divorced,9,No,97,3,1,3,10,8
9327,36,Yes,Travel Rarely,Cyber Security,3,Degree,5,male,169891,3,3,IT,2,Married,7,No,84,17,4,4,0,8
2359,38,No,No Travel,Cyber Security,22,Master's,2,female,96469,5,7,Technician,5,Married,4,No,54,6,2,2,8,8
967,23,No,Travel Rarely,Software Development,28,Degree,2,female,214122,4,7,IT,5,Divorced,8,No,61,7,1,5,3,5
3344,58,No,Travel Rarely,IT Services,40,PhD,2,MALE,68856,3,8,Business Analyst,4,Married,5,No,85,13,3,2,1,5
1141,26,No,Travel Rarely,Software Development,9,Graduation,1,female,83139,2,7,HR,5,Single,2,No,36,17,3,0,2,2
7883,51,Yes,Travel Rarely,Software Development,30,Degree,4,MALE,79469,4,8,Technician,4,Married,2,Yes,47,17,3,2,1,1
7424,33,Yes,Travel Frequently,IT Services,18,Graduation,4,MALE,127035,1,3,Developer,1,Divorced,3,No,81,6,3,10,0,7
4992,63,No,Travel Rarely,Data Science,33,Master's,5,female,65495,2,1,Help Desk,1,Divorced,2,No,52,16,2,0,3,0
8756,25,Yes,Travel Rarely,IT Services,30,Degree,5,male,133099,2,6,Director,2,Married,1,No,39,10,1,2,7,8
3682,27,Yes,Travel Frequently,Data Science,15,Degree,3,female,142918,5,2,Developer,2,Divorced,9,No,72,6,3,1,9,8
7617,47,No,Travel Rarely,IT Services,27,Master's,3,FEMALE,73892,3,6,Help Desk,3,Single,9,No,26,19,2,4,5,0
1661,45,No,Travel Frequently,Software Development,18,PhD,5,MALE,162233,5,1,Help Desk,,Single,5,Yes,85,16,4,0,2,1
6794,51,Yes,Travel Frequently,Software Development,9,Master's,2,MALE,89046,2,5,IT,5,Single,3,Yes,37,13,2,3,9,5
3977,50,No,Travel Rarely,IT Services,23,Below College,4,FEMALE,169902,4,4,IT,4,Single,1,Yes,75,15,1,2,0,8
972,61,No,Travel Rarely,IT Services,41,Master's,1,FEMALE,118978,2,3,Technician,2,Divorced,1,No,64,4,3,3,0,5
5971,25,Yes,Travel Rarely,Software Development,46,Below College,1,female,131798,3,1,Technician,1,Married,10,Yes,47,16,3,6,4,3
6111,47,No,Travel Rarely,Data Science,5,Below College,1,MALE,39086,5,1,IT,5,Married,6,No,43,6,2,5,2,0
593,55,Yes,Travel Frequently,Software Development,13,Degree,3,FEMALE,59713,2,5,HR,2,Married,4,No,71,9,5,2,10,2
9346,35,No,Travel Rarely,Data Science,2,Graduation,1,male,87777,3,6,Support,4,Married,9,Yes,55,9,3,6,7,1
8807,29,Yes,Travel Frequently,Software Development,14,Degree,3,FEMALE,35407,4,1,Consultant,2,Divorced,5,Yes,91,8,3,0,2,5
1529,63,No,No Travel,IT Services,44,PhD,4,female,103350,3,8,HR,4,Single,8,No,44,1,4,1,2,6
582,52,No,Travel Rarely,IT Services,5,Graduation,4,female,184473,4,5,Developer,1,Married,10,No,33,4,3,6,10,8
9588,37,No,Travel Rarely,Software Development,9,Master's,5,MALE,,3,5,QA Analyst,1,Single,9,Yes,55,12,3,3,7,3
2869,61,No,Travel Frequently,Software Development,36,PhD,5,FEMALE,,5,3,Technician,1,Single,0,No,17,5,2,8,6,8
799,23,No,No Travel,Software Development,9,Graduation,3,MALE,174923,5,4,QA Analyst,2,Divorced,8,No,37,8,5,2,7,6
4740,38,No,Travel Rarely,Data Science,9,Graduation,1,female,90145,5,4,Help Desk,4,Divorced,2,No,6,16,1,7,1,2
3650,33,No,No Travel,Software Development,32,Graduation,3,male,122540,4,7,IT,,Single,0,No,16,14,3,0,0,2
4303,50,No,Travel Rarely,Cyber Security,44,Graduation,4,male,178004,2,4,Manager,3,Single,0,Yes,85,16,1,8,4,8
8244,50,No,Travel Frequently,IT Services,40,PhD,1,MALE,102531,2,4,Software Engineer,3,Single,7,No,42,20,3,7,5,7
1981,37,Yes,Travel Frequently,Network Administration,19,Graduation,3,male,181327,2,5,HR,2,Married,1,Yes,39,2,2,3,9,2
473,36,No,Travel Frequently,IT Services,25,Master's,5,FEMALE,124027,5,7,Support,4,Single,8,Yes,60,15,3,2,7,4
5675,47,No,Travel Rarely,Network Administration,25,Master's,3,MALE,43701,2,4,HR,3,Divorced,1,Yes,21,16,2,7,1,0
7390,55,No,Travel Frequently,Data Science,48,Degree,5,male,200852,1,2,HR,1,Married,2,No,72,17,2,1,0,0
6831,34,Yes,Travel Rarely,Cyber Security,49,Below College,3,MALE,103576,2,2,Software Engineer,5,Single,6,No,30,2,2,0,0,2
9260,54,No,Travel Rarely,Network Administration,6,Below College,5,female,38879,3,2,QA Analyst,2,Single,2,No,16,16,2,10,3,6
2813,47,No,Travel Rarely,Cyber Security,48,PhD,3,male,40793,3,1,Software Engineer,1,Divorced,7,No,99,0,,4,0,8
9594,26,No,Travel Frequently,Cyber Security,37,PhD,4,male,160423,3,4,Business Analyst,5,Married,7,No,93,18,3,4,9,1
7710,59,Yes,No Travel,IT Services,41,Degree,1,MALE,155126,1,8,Consultant,3,Married,10,Yes,3,9,,10,3,7
9575,59,No,Travel Rarely,Data Science,12,Degree,2,MALE,90272,1,8,Director,2,Married,5,No,67,18,4,1,3,2
5944,46,Yes,Travel Rarely,Data Science,18,PhD,2,FEMALE,109557,2,5,Support,3,Single,4,No,62,5,1,5,2,3
8328,37,No,No Travel,Network Administration,47,Graduation,3,female,73377,4,8,Support,5,Divorced,1,No,76,0,2,3,10,4
9421,31,No,Travel Frequently,Cyber Security,13,Degree,1,FEMALE,125604,5,1,Software Engineer,3,Married,9,No,90,7,1,2,3,5
3356,26,Yes,Travel Rarely,Data Science,38,Graduation,2,female,103196,5,5,Support,5,Divorced,7,No,46,9,2,6,6,7
6433,59,No,No Travel,Cyber Security,32,Degree,2,FEMALE,133659,2,4,Business Analyst,4,Married,0,No,89,16,3,10,6,1
2841,58,No,No Travel,Cyber Security,39,Below College,1,female,149684,4,4,Developer,2,Divorced,7,Yes,100,8,5,0,1,1
7666,35,No,No Travel,Software Development,8,Degree,5,MALE,90132,4,6,HR,1,Married,9,No,75,18,1,0,3,8
26,29,No,Travel Frequently,Cyber Security,21,Degree,5,MALE,121765,2,6,Director,1,Divorced,1,No,6,18,,5,8,8
1870,36,Yes,Travel Rarely,IT Services,37,Graduation,2,male,104084,1,6,Manager,5,Single,1,No,75,16,1,10,7,7
5313,29,No,Travel Frequently,Cyber Security,29,Graduation,5,female,189501,2,1,QA Analyst,5,Divorced,5,Yes,37,7,3,10,10,2
8477,46,No,Travel Rarely,Data Science,46,Master's,4,FEMALE,65117,3,1,Business Analyst,3,Divorced,8,Yes,11,18,3,1,2,5
4712,48,No,Travel Rarely,Data Science,40,Degree,1,male,50060,4,6,QA Analyst,2,Married,9,Yes,84,14,4,10,2,1
6951,57,Yes,Travel Frequently,Cyber Security,48,Degree,3,MALE,38641,2,5,HR,3,Married,0,No,42,14,2,8,0,2
5035,39,Yes,Travel Rarely,IT Services,46,Master's,1,male,148796,5,7,HR,5,Divorced,10,No,99,16,4,6,1,6
640,42,No,Travel Frequently,Network Administration,8,Graduation,5,MALE,142031,1,4,Support,3,Single,1,No,75,19,4,6,9,6
3179,47,Yes,Travel Frequently,Data Science,40,Graduation,1,FEMALE,67457,1,6,HR,4,Divorced,9,No,75,4,4,0,2,3
5599,24,No,Travel Frequently,Network Administration,36,Below College,4,FEMALE,58503,4,4,Support,1,Married,1,Yes,91,13,,7,7,8
2129,42,No,Travel Frequently,Data Science,27,Below College,5,female,181579,3,4,Technician,5,Married,3,No,69,13,1,8,1,4
9734,25,No,Travel Rarely,Cyber Security,17,Graduation,4,FEMALE,132379,4,3,Support,1,Married,4,No,56,12,1,6,0,5
846,34,No,Travel Rarely,IT Services,45,Below College,2,FEMALE,59308,4,5,Director,3,Divorced,5,No,13,18,,8,2,7
9019,30,No,Travel Rarely,Data Science,11,Graduation,1,MALE,69944,2,8,HR,4,Single,6,Yes,45,17,3,8,9,4
4704,60,No,Travel Frequently,Network Administration,4,PhD,4,FEMALE,174666,5,6,Developer,5,Married,1,No,20,11,5,1,7,2
3660,25,No,No Travel,IT Services,14,Master's,2,male,101455,5,1,HR,2,Single,10,No,54,5,4,5,3,0
8764,26,No,Travel Rarely,Cyber Security,34,Degree,3,MALE,137215,3,5,Software Engineer,4,Married,10,No,15,2,5,3,10,1
7919,28,No,Travel Rarely,Data Science,5,Degree,2,female,93352,4,4,Director,3,Divorced,3,No,40,2,1,9,8,7
9708,27,Yes,Travel Frequently,Network Administration,1,Degree,3,female,197713,3,4,IT,2,Divorced,5,No,5,9,1,9,8,3
2877,38,No,No Travel,IT Services,10,Graduation,5,male,39689,1,8,Software Engineer,1,Single,3,No,75,5,3,0,5,1
2672,19,No,Travel Rarely,Cyber Security,38,PhD,5,MALE,65673,4,2,Software Engineer,2,Married,3,No,10,3,3,8,10,2
1616,53,No,Travel Rarely,Cyber Security,14,Degree,2,male,114868,5,1,Developer,5,Married,8,No,57,19,1,3,0,3
2568,18,Yes,Travel Rarely,IT Services,21,Degree,2,male,88110,1,4,Developer,4,Single,1,No,44,7,1,4,2,2
7835,62,No,Travel Rarely,Cyber Security,29,Graduation,3,MALE,146241,4,1,IT,2,Single,1,No,32,3,1,3,7,4
9718,40,Yes,Travel Rarely,Cyber Security,22,Master's,5,MALE,170244,4,1,IT,5,Divorced,3,Yes,89,10,4,4,10,7
8153,62,No,Travel Rarely,Network Administration,41,Below College,2,MALE,205321,1,8,Director,4,Single,8,No,32,1,3,8,0,8
5065,34,Yes,Travel Rarely,Data Science,42,Graduation,2,MALE,42287,1,5,Manager,5,Married,4,No,87,19,1,1,6,5
577,59,No,Travel Frequently,IT Services,9,PhD,4,female,52323,1,1,HR,3,Married,1,Yes,29,17,3,5,1,5
9567,59,No,No Travel,Network Administration,46,Master's,1,male,63980,4,7,HR,4,Single,5,No,87,9,1,0,4,3
6042,31,No,Travel Rarely,Software Development,28,Degree,4,female,35057,2,2,HR,3,Divorced,4,Yes,49,0,3,8,4,0
5725,27,No,No Travel,Cyber Security,4,Degree,3,MALE,59869,3,3,Business Analyst,5,Divorced,6,Yes,66,6,,0,3,4
1195,35,No,Travel Rarely,IT Services,45,Graduation,4,MALE,174021,2,7,Help Desk,1,Divorced,4,No,18,2,2,6,7,8
9987,25,No,Travel Frequently,Cyber Security,21,PhD,4,FEMALE,197466,5,5,IT,5,Married,7,Yes,20,4,2,3,1,2
5551,39,No,No Travel,Cyber Security,29,Below College,4,MALE,179248,4,6,HR,5,Single,8,No,14,1,4,0,9,4
8449,19,No,Travel Rarely,Data Science,40,Graduation,3,male,204873,5,6,Consultant,2,Divorced,3,No,46,4,2,7,4,0
5952,37,No,Travel Rarely,Data Science,12,Graduation,4,FEMALE,168585,2,4,Technician,1,Divorced,2,No,19,20,3,6,7,1
2501,27,No,No Travel,Data Science,5,Master's,1,male,77340,5,8,QA Analyst,5,Married,2,No,99,15,1,1,4,2
